node	node_type	sample_id	mutation_events
N_11825	internal		7
N_11828	internal		308
N_1183	internal		9
N_11832	internal		2047
N_11838	internal		1
N_1184	internal		210
N_11840	internal		317
N_11853	internal		2
N_11866	internal		11
N_1187	internal		9
N_11872	internal		6
N_11875	internal		3
N_11877	internal		2
N_1188	internal		326
N_11880	internal		5
N_11897	internal		3
N_11899	internal		319
N_119	internal		2
N_11902	internal		3
N_11905	internal		4
N_1191	internal		34
N_11913	internal		5
N_11914	internal		3
N_11918	internal		360
N_1192	internal		5
N_11922	internal		9
N_11924	internal		181
N_11929	internal		3
N_11936	internal		4
N_1194	internal		2
N_11941	internal		13
N_11942	internal		317
N_11952	internal		8
N_11955	internal		4
N_11959	internal		4
N_11964	internal		5
N_1197	internal		956
N_11971	internal		5
N_11974	internal		122
N_11977	internal		322
N_11981	internal		4
N_11988	internal		3
N_11989	internal		18
N_11990	internal		2
N_12004	internal		4
N_12013	internal		5
N_12016	internal		141
N_12018	internal		94
N_12025	internal		40
N_12030	internal		320
N_12047	internal		7
N_1205	internal		3
N_12057	internal		11
N_12059	internal		1
N_12062	internal		129
N_12069	internal		3693
N_1207	internal		2
N_12080	internal		398
N_12085	internal		8
N_1210	internal		3
N_1211	internal		1268
N_1212	internal		229
N_1213	internal		902
N_1214	internal		1
N_12184	internal		189
N_12190	internal		6252
N_12196	internal		7
N_12200	internal		4
N_12203	internal		9
N_12209	internal		1
N_12213	internal		2
N_12216	internal		2
N_12218	internal		5
N_12222	internal		6
N_12224	internal		10
N_12226	internal		3
N_12227	internal		16
N_12229	internal		193
N_12234	internal		4
N_12235	internal		527
N_12236	internal		550
N_12241	internal		3
N_12242	internal		4
N_12245	internal		641
N_12246	internal		9
N_12248	internal		1379
N_12251	internal		476
N_12253	internal		410
N_12258	internal		2
N_12262	internal		31
N_12264	internal		220
N_12291	internal		7
N_12296	internal		13
N_123	internal		2
N_12304	internal		2
N_12306	internal		6
N_12311	internal		25
N_12312	internal		1
N_12315	internal		9
N_12316	internal		1
N_12324	internal		1
N_12326	internal		8
N_12333	internal		18
N_12334	internal		4
N_12336	internal		5
N_12339	internal		2
N_1234	internal		3
N_12341	internal		1
N_12347	internal		1
N_12359	internal		962
N_12363	internal		1067
N_12366	internal		8
N_12369	internal		404
N_12370	internal		382
N_12374	internal		3
N_12378	internal		2
N_12379	internal		9
N_12383	internal		12
N_12390	internal		6
N_12391	internal		3
N_12397	internal		1
N_12409	internal		6
N_12410	internal		5
N_12415	internal		4
N_12420	internal		4
N_12422	internal		11
N_12423	internal		2
N_12425	internal		4
N_12432	internal		7
N_12433	internal		480
N_12436	internal		9
N_12437	internal		479
N_12438	internal		2
N_12439	internal		4
N_1244	internal		2
N_12458	internal		1
N_12461	internal		4
N_12463	internal		2
N_12465	internal		2
N_12472	internal		1
N_1249	internal		1
N_12502	internal		791
N_12503	internal		1
N_12508	internal		237
N_12510	internal		14
N_12511	internal		5
N_12515	internal		246
N_12516	internal		4
N_12519	internal		2
N_1252	internal		54
N_12521	internal		2
N_12523	internal		2259
N_12532	internal		3
N_12536	internal		12
N_12539	internal		10
N_12543	internal		10
N_12548	internal		1
N_12552	internal		4
N_12559	internal		2
N_12561	internal		4
N_12563	internal		3
N_12566	internal		2
N_12567	internal		2
N_1257	internal		923
N_12572	internal		7
N_12580	internal		1
N_12583	internal		2
N_12586	internal		2
N_12588	internal		7
N_12592	internal		4
N_12593	internal		12
N_12599	internal		11
N_1260	internal		9
N_12605	internal		2
N_12616	internal		3
N_12619	internal		8
N_12622	internal		4
N_12623	internal		4
N_12624	internal		3
N_12626	internal		4
N_12628	internal		3
N_1263	internal		430
N_12630	internal		629
N_12632	internal		161
N_12635	internal		4
N_12636	internal		2
N_1264	internal		4358
N_12649	internal		12
N_1265	internal		1759
N_12658	internal		2
N_1266	internal		1
N_12663	internal		1
N_12665	internal		1
N_12671	internal		3
N_12674	internal		15
N_12682	internal		13
N_12683	internal		1
N_12687	internal		8
N_12707	internal		877
N_12711	internal		6
N_12713	internal		11
N_12717	internal		5
N_12724	internal		2
N_12728	internal		2
N_12730	internal		20
N_12738	internal		17
N_12742	internal		9
N_12747	internal		11
N_1275	internal		32
N_12751	internal		5
N_12755	internal		3
N_12756	internal		3
N_12768	internal		7
N_12771	internal		10
N_12775	internal		3
N_12781	internal		1
N_12782	internal		11
N_12787	internal		20
N_12794	internal		3
N_12796	internal		5
N_12800	internal		22
N_12807	internal		166
N_12808	internal		8
N_12809	internal		388
N_12812	internal		4
N_12813	internal		6
N_1282	internal		3
N_12825	internal		3
N_12830	internal		1
N_12833	internal		1
N_12837	internal		5
N_1284	internal		5
N_12843	internal		1
N_12853	internal		4
N_12858	internal		2
N_12862	internal		1
N_12866	internal		6
N_12869	internal		3
N_1287	internal		94
N_12875	internal		1
N_12876	internal		2
N_12880	internal		4
N_12885	internal		24
N_12886	internal		15
N_1289	internal		3874
N_12901	internal		4
N_12905	internal		582
N_12909	internal		23
N_1291	internal		12
N_12915	internal		7
N_12920	internal		4
N_12921	internal		7
N_12923	internal		8
N_12926	internal		10
N_12928	internal		5
N_12931	internal		5
N_12933	internal		6
N_12934	internal		8
N_12935	internal		587
N_12943	internal		1
N_12946	internal		8
N_12948	internal		1
N_12952	internal		5
N_12959	internal		3
N_1296	internal		3
N_12960	internal		6
N_12962	internal		4
N_12967	internal		2
N_12969	internal		2
N_1297	internal		293
N_12972	internal		3
N_12975	internal		20
N_12978	internal		581
N_12980	internal		1
N_12988	internal		4
N_12997	internal		3
N_13	internal		882
N_130	internal		4
N_13004	internal		2
N_13005	internal		1
N_13012	internal		9
N_13019	internal		4
N_13026	internal		6
N_13029	internal		6
N_13034	internal		4
N_13037	internal		1
N_13038	internal		3
N_1304	internal		2172
N_13043	internal		12
N_13046	internal		11
N_13049	internal		18
N_13050	internal		2
N_13053	internal		7
N_13061	internal		4
N_13063	internal		5
N_13064	internal		6
N_13065	internal		5
N_13068	internal		945
N_13069	internal		9
N_13078	internal		2
N_13081	internal		2
N_13083	internal		7
N_13087	internal		4
N_13088	internal		835
N_1309	internal		637
N_13096	internal		1709
N_13097	internal		359
N_13103	internal		2
N_13105	internal		2
N_13106	internal		311
N_13108	internal		419
N_1311	internal		1608
N_13113	internal		7
N_13115	internal		2
N_13117	internal		6
N_13121	internal		5
N_13131	internal		1
N_13132	internal		9
N_13136	internal		2
N_13137	internal		2
N_13139	internal		39
N_1314	internal		6
N_13140	internal		7
N_13143	internal		2
N_13145	internal		8
N_13147	internal		8
N_13151	internal		13
N_13154	internal		7
N_13158	internal		57
N_13161	internal		6
N_13164	internal		17
N_13165	internal		9
N_13169	internal		3
N_13172	internal		7
N_13176	internal		11
N_13177	internal		5
N_13181	internal		7
N_13182	internal		1
N_13188	internal		14
N_13193	internal		26
N_13194	internal		3
N_13195	internal		23
N_13201	internal		5
N_13202	internal		1
N_13209	internal		15
N_13215	internal		2
N_13223	internal		2
N_13225	internal		3
N_13226	internal		2
N_13228	internal		3
N_13232	internal		5
N_13233	internal		4
N_13236	internal		14
N_13239	internal		1
N_13246	internal		4
N_13247	internal		4
N_13251	internal		2
N_13254	internal		4
N_13255	internal		9
N_13256	internal		2
N_13259	internal		4
N_13271	internal		178
N_13274	internal		6
N_13280	internal		6
N_13282	internal		4
N_13286	internal		19
N_13298	internal		2
N_133	internal		2
N_13301	internal		2
N_13302	internal		7
N_13304	internal		14
N_13308	internal		21
N_13311	internal		6
N_13315	internal		4
N_13316	internal		3
N_13317	internal		6
N_13319	internal		5198
N_13322	internal		78
N_13323	internal		3
N_13328	internal		3
N_13329	internal		19
N_13330	internal		21
N_13332	internal		5
N_13335	internal		11
N_13339	internal		1
N_13340	internal		494
N_13344	internal		6
N_13346	internal		5
N_13347	internal		25
N_13350	internal		5
N_13351	internal		21
N_13355	internal		10
N_13364	internal		524
N_13367	internal		24
N_13369	internal		4
N_13374	internal		1
N_13376	internal		17
N_13381	internal		6
N_13386	internal		3
N_13387	internal		2
N_13390	internal		9
N_13391	internal		3
N_13397	internal		1
N_13399	internal		7
N_13400	internal		3
N_13403	internal		9
N_13406	internal		5
N_13422	internal		221
N_13428	internal		2549
N_13449	internal		6
N_13454	internal		2
N_13457	internal		3
N_13459	internal		8
N_1346	internal		456
N_13460	internal		8
N_13472	internal		352
N_13476	internal		33
N_13481	internal		2393
N_13494	internal		2
N_13508	internal		6
N_13510	internal		407
N_13516	internal		10
N_13517	internal		80
N_13518	internal		139
N_13523	internal		11
N_13524	internal		1386
N_13530	internal		7
N_13535	internal		6
N_13538	internal		1
N_13545	internal		1
N_13550	internal		2
N_13558	internal		1
N_13561	internal		5
N_13564	internal		5
N_13565	internal		3
N_13575	internal		4
N_13578	internal		2
N_13579	internal		1
N_13580	internal		3
N_13584	internal		1149
N_13587	internal		4
N_13589	internal		2
N_13590	internal		191
N_13593	internal		7
N_13594	internal		237
N_13599	internal		1
N_13600	internal		3
N_13604	internal		7
N_13613	internal		3
N_13615	internal		365
N_13618	internal		1
N_13620	internal		10
N_13623	internal		5
N_13630	internal		4
N_13632	internal		2
N_13637	internal		2
N_13638	internal		6
N_13642	internal		522
N_13643	internal		5
N_13645	internal		1
N_13646	internal		80
N_13647	internal		185
N_13648	internal		216
N_13649	internal		3
N_13650	internal		5741
N_13651	internal		14
N_13652	internal		5686
N_13653	internal		425
N_13654	internal		1150
N_13655	internal		1230
N_13656	internal		1248
N_13657	internal		35554
N_138	internal		7
N_1394	internal		1
N_14	internal		176
N_1406	internal		3
N_1421	internal		4
N_1424	internal		2
N_1429	internal		2
N_1433	internal		286
N_1435	internal		313
N_1438	internal		635
N_1439	internal		1218
N_1441	internal		379
N_1443	internal		3455
N_1447	internal		1587
N_1449	internal		7
N_145	internal		4
N_1451	internal		13
N_1457	internal		28
N_1458	internal		2
N_1467	internal		2
N_1474	internal		8
N_1475	internal		4
N_1477	internal		511
N_1481	internal		57
N_1482	internal		451
N_1487	internal		7
N_1489	internal		282
N_149	internal		5
N_1494	internal		8
N_1495	internal		4
N_1496	internal		40
N_1500	internal		3
N_1501	internal		422
N_1504	internal		6
N_1506	internal		190
N_1508	internal		101
N_1509	internal		236
N_1510	internal		1804
N_1512	internal		1206
N_1515	internal		25
N_1516	internal		5515
N_1521	internal		4589
N_1523	internal		5330
N_1528	internal		15
N_1542	internal		1
N_1546	internal		5
N_1552	internal		12
N_1556	internal		2
N_1557	internal		17
N_1558	internal		4
N_1561	internal		10
N_1562	internal		1
N_1564	internal		2
N_1576	internal		5
N_1581	internal		6
N_1584	internal		3
N_1586	internal		4
N_1588	internal		23
N_159	internal		15
N_1592	internal		13
N_1594	internal		5
N_1596	internal		4
N_1601	internal		247
N_1609	internal		1
N_1610	internal		29
N_1612	internal		8
N_1614	internal		19469
N_1616	internal		791
N_1621	internal		3113
N_1622	internal		3
N_1625	internal		29
N_1626	internal		1661
N_1628	internal		16
N_1630	internal		383
N_1634	internal		152
N_1636	internal		238
N_1637	internal		16
N_1645	internal		299
N_1647	internal		522
N_1652	internal		24
N_1653	internal		688
N_1654	internal		601
N_1658	internal		276
N_166	internal		8
N_1667	internal		412
N_1668	internal		10
N_1670	internal		5
N_1674	internal		10
N_1677	internal		3
N_1679	internal		2474
N_168	internal		3
N_1680	internal		107
N_1683	internal		78
N_1684	internal		491
N_1688	internal		2706
N_1689	internal		5705
N_169	internal		1
N_1692	internal		669
N_1695	internal		5427
N_1700	internal		22
N_1704	internal		6
N_1707	internal		735
N_1714	internal		3
N_1717	internal		4
N_1718	internal		19
N_1730	internal		3
N_1735	internal		1
N_1736	internal		2
N_174	internal		1
N_1741	internal		18
N_1756	internal		1
N_1757	internal		143
N_1760	internal		5
N_1763	internal		7
N_1766	internal		7
N_1769	internal		27
N_1779	internal		8
N_1782	internal		2
N_1785	internal		2
N_1790	internal		1
N_1791	internal		1
N_1792	internal		2
N_1797	internal		419
N_1798	internal		3
N_18	internal		7
N_1800	internal		16
N_1801	internal		76
N_1802	internal		9
N_1818	internal		12
N_1823	internal		8
N_1826	internal		10
N_1827	internal		3
N_1828	internal		1
N_1830	internal		3
N_1832	internal		10
N_1836	internal		7
N_1840	internal		6
N_1844	internal		3
N_1846	internal		7
N_1849	internal		4
N_1852	internal		5
N_1853	internal		7
N_1856	internal		49
N_1859	internal		7
N_1866	internal		8
N_187	internal		17
N_1875	internal		19
N_1876	internal		8
N_1878	internal		4
N_1880	internal		9
N_1883	internal		20
N_1888	internal		5
N_1893	internal		6
N_1897	internal		3
N_1911	internal		5
N_1915	internal		9
N_1921	internal		13
N_1924	internal		5
N_1932	internal		14
N_1935	internal		14
N_1936	internal		14
N_1939	internal		7
N_1940	internal		2
N_1941	internal		10
N_1947	internal		4
N_1948	internal		7
N_1953	internal		24
N_1957	internal		19
N_1963	internal		1
N_1966	internal		31
N_1967	internal		4
N_1978	internal		4
N_198	internal		2
N_1981	internal		14
N_1984	internal		3
N_1986	internal		363
N_1994	internal		2
N_1999	internal		2
N_200	internal		5
N_2003	internal		3
N_2006	internal		11
N_2009	internal		12
N_2020	internal		34
N_2021	internal		12
N_2024	internal		8
N_2025	internal		3
N_2031	internal		1
N_2036	internal		4
N_2040	internal		2
N_2044	internal		17
N_2045	internal		18
N_2049	internal		2
N_2055	internal		3
N_2057	internal		2
N_2061	internal		6
N_2063	internal		4
N_2076	internal		4
N_2079	internal		3
N_208	internal		12
N_2083	internal		7
N_2085	internal		55
N_2087	internal		2
N_2088	internal		13
N_2089	internal		4
N_2092	internal		3
N_2094	internal		4
N_2099	internal		5
N_2100	internal		9
N_2107	internal		45
N_2108	internal		4
N_2111	internal		655
N_2115	internal		4
N_2117	internal		542
N_2121	internal		21
N_2123	internal		11
N_2125	internal		2
N_2126	internal		7
N_2128	internal		6
N_2129	internal		1
N_2132	internal		1
N_2134	internal		6
N_214	internal		5
N_2141	internal		7
N_2142	internal		4
N_2145	internal		15
N_2146	internal		7
N_2148	internal		6
N_2149	internal		6
N_2150	internal		1
N_2154	internal		1
N_2155	internal		7
N_2158	internal		21
N_2159	internal		18
N_2160	internal		8
N_2162	internal		78
N_2167	internal		4
N_2169	internal		13
N_217	internal		19
N_2171	internal		5
N_2174	internal		4
N_2176	internal		8
N_2179	internal		3
N_2185	internal		58
N_2186	internal		7
N_2189	internal		13
N_2190	internal		2
N_2191	internal		6
N_2195	internal		3
N_2198	internal		23
N_22	internal		12
N_2202	internal		15
N_2205	internal		5
N_2208	internal		1
N_221	internal		2
N_2211	internal		12
N_2212	internal		8
N_2216	internal		12
N_2217	internal		4
N_2221	internal		23
N_2222	internal		16
N_2224	internal		1
N_2232	internal		8
N_2237	internal		20
N_2238	internal		2
N_2241	internal		11
N_2242	internal		3
N_2245	internal		541
N_2250	internal		13
N_2253	internal		117
N_2254	internal		14
N_2257	internal		3
N_226	internal		18
N_2264	internal		4
N_2265	internal		25
N_2268	internal		15
N_2271	internal		217
N_2277	internal		5
N_2279	internal		2
N_2281	internal		6
N_2289	internal		4
N_229	internal		6
N_2293	internal		3
N_2294	internal		20
N_2296	internal		10
N_2298	internal		2
N_2299	internal		145
N_2307	internal		1041
N_231	internal		8
N_2311	internal		7
N_2314	internal		2566
N_2318	internal		2
N_2319	internal		1
N_2323	internal		1845
N_2329	internal		83
N_233	internal		13
N_2332	internal		1734
N_2333	internal		1505
N_2334	internal		293
N_2335	internal		1
N_2339	internal		11
N_2341	internal		4
N_2342	internal		558
N_2350	internal		1
N_2354	internal		9
N_236	internal		18
N_2360	internal		10
N_2364	internal		5
N_2367	internal		9
N_237	internal		1
N_2370	internal		10
N_2373	internal		2
N_2376	internal		5
N_2379	internal		89
N_238	internal		2
N_2380	internal		3
N_2383	internal		13
N_2385	internal		9
N_2387	internal		4485
N_2388	internal		3
N_2389	internal		5
N_2407	internal		1
N_2414	internal		1
N_2415	internal		334
N_2420	internal		1
N_2422	internal		1
N_2424	internal		1
N_2426	internal		157
N_2427	internal		179
N_243	internal		5
N_2431	internal		5
N_2433	internal		3
N_2434	internal		25
N_2436	internal		2
N_244	internal		2
N_2443	internal		2
N_2444	internal		10
N_2445	internal		4
N_2446	internal		15
N_2454	internal		5
N_2463	internal		2
N_2476	internal		1
N_2477	internal		3
N_2487	internal		3
N_249	internal		1
N_2490	internal		3
N_2495	internal		1
N_2499	internal		4
N_25	internal		6
N_2508	internal		1
N_2509	internal		4
N_251	internal		3
N_2512	internal		6
N_2515	internal		3
N_2517	internal		7
N_252	internal		10
N_2520	internal		6
N_2522	internal		1
N_2528	internal		7
N_2531	internal		3
N_2532	internal		1
N_254	internal		5
N_2543	internal		18
N_2544	internal		151
N_2548	internal		10
N_2549	internal		837
N_255	internal		4
N_2550	internal		3
N_2551	internal		13
N_2552	internal		2
N_2556	internal		14
N_2557	internal		887
N_2558	internal		866
N_2562	internal		254
N_2563	internal		123
N_2565	internal		74
N_2566	internal		10
N_2569	internal		14
N_2571	internal		1309
N_2575	internal		104
N_2578	internal		314
N_258	internal		10
N_2588	internal		2
N_259	internal		9
N_2590	internal		735
N_2592	internal		184
N_2595	internal		15
N_2599	internal		4
N_26	internal		6
N_2601	internal		2
N_2610	internal		11
N_2612	internal		22
N_2615	internal		43
N_2616	internal		5
N_2638	internal		1
N_2643	internal		7
N_2646	internal		8
N_265	internal		3
N_2651	internal		412
N_2659	internal		5
N_2666	internal		2
N_2669	internal		6
N_2672	internal		3
N_2677	internal		2
N_2681	internal		4
N_2682	internal		4
N_2685	internal		4
N_2691	internal		2
N_270	internal		29
N_2704	internal		1
N_2705	internal		3
N_2709	internal		4
N_2713	internal		5
N_2714	internal		4
N_2721	internal		4
N_2729	internal		2
N_2738	internal		2
N_2740	internal		1
N_2743	internal		1
N_2745	internal		4
N_2752	internal		3
N_2755	internal		4
N_2759	internal		12
N_2761	internal		5
N_2762	internal		12
N_2764	internal		162
N_2766	internal		458
N_2767	internal		3
N_2769	internal		5
N_277	internal		4
N_2772	internal		10
N_2777	internal		5
N_2779	internal		5
N_2783	internal		7
N_2786	internal		2
N_2789	internal		7
N_2790	internal		22
N_2792	internal		3
N_2794	internal		34
N_2796	internal		4
N_2799	internal		8
N_28	internal		1492
N_2800	internal		6505
N_2803	internal		8
N_2806	internal		7
N_2808	internal		3
N_2810	internal		19
N_2813	internal		8
N_2814	internal		267
N_2815	internal		9
N_2816	internal		2
N_2819	internal		1504
N_2820	internal		101
N_2826	internal		20
N_2830	internal		55
N_2831	internal		112
N_2837	internal		26
N_2838	internal		2
N_2840	internal		7
N_2847	internal		2
N_2849	internal		10
N_2850	internal		4
N_2852	internal		5
N_2854	internal		869
N_2855	internal		5
N_2859	internal		7
N_2865	internal		36
N_2868	internal		4
N_2869	internal		7
N_2874	internal		9
N_2877	internal		3
N_2878	internal		6
N_2879	internal		1194
N_2885	internal		5030
N_29	internal		2142
N_2901	internal		4
N_2904	internal		1
N_2930	internal		2
N_2942	internal		1
N_2943	internal		2
N_2947	internal		5
N_2948	internal		11
N_2950	internal		3
N_2952	internal		321
N_2955	internal		114
N_2961	internal		969
N_2963	internal		9
N_2965	internal		5594
N_2970	internal		6
N_2972	internal		11
N_2974	internal		429
N_2978	internal		2
N_2982	internal		5058
N_2984	internal		1297
N_2985	internal		338
N_2986	internal		463
N_2992	internal		2833
N_2996	internal		4
N_2997	internal		4
N_3000	internal		1
N_3003	internal		24
N_3004	internal		72
N_3005	internal		47
N_3008	internal		1292
N_3009	internal		238
N_3012	internal		2014
N_3013	internal		44
N_3017	internal		676
N_3018	internal		323
N_3020	internal		37
N_3024	internal		1
N_3025	internal		229
N_3027	internal		80
N_3035	internal		6
N_3037	internal		468
N_3041	internal		2
N_3044	internal		9
N_3051	internal		11
N_3052	internal		876
N_3054	internal		4725
N_3056	internal		3
N_3059	internal		2
N_3065	internal		112
N_3070	internal		16
N_3073	internal		8
N_3078	internal		110
N_3084	internal		111
N_3096	internal		6
N_31	internal		2093
N_3102	internal		38
N_3105	internal		1354
N_3106	internal		15
N_3110	internal		22
N_3113	internal		9
N_3114	internal		2
N_3115	internal		3
N_3118	internal		10
N_3123	internal		11
N_3131	internal		276
N_3135	internal		47
N_3138	internal		51
N_3140	internal		1
N_3144	internal		36
N_3145	internal		30
N_3148	internal		2
N_3153	internal		5
N_3157	internal		10
N_3167	internal		5
N_3186	internal		4
N_3189	internal		1
N_3192	internal		4
N_3193	internal		11
N_3194	internal		3
N_3198	internal		25
N_3199	internal		7
N_3228	internal		3
N_3229	internal		2
N_3236	internal		3
N_3251	internal		8
N_3255	internal		6
N_3258	internal		46
N_3262	internal		5
N_3265	internal		2
N_327	internal		105
N_3276	internal		3
N_3277	internal		1
N_329	internal		33
N_3301	internal		4
N_3309	internal		2
N_3310	internal		1
N_3311	internal		10
N_3316	internal		8
N_3318	internal		13
N_3325	internal		2
N_3326	internal		19
N_3327	internal		3
N_333	internal		12
N_3332	internal		4
N_3333	internal		7
N_3336	internal		802
N_3337	internal		11
N_3357	internal		3
N_3369	internal		1065
N_3378	internal		2
N_3381	internal		2
N_3384	internal		2
N_3386	internal		5
N_3394	internal		8
N_340	internal		24
N_3401	internal		2
N_3403	internal		2
N_3412	internal		17
N_3415	internal		15
N_3416	internal		258
N_3423	internal		5
N_3424	internal		2
N_3429	internal		2
N_3431	internal		3
N_3434	internal		2
N_3435	internal		250
N_3438	internal		1
N_3440	internal		259
N_3444	internal		13
N_3446	internal		7247
N_3447	internal		7237
N_3448	internal		9
N_3467	internal		174
N_3473	internal		1
N_3475	internal		10
N_3480	internal		1
N_3481	internal		3
N_3485	internal		36
N_3488	internal		8
N_349	internal		1
N_3492	internal		3
N_3493	internal		2
N_3498	internal		419
N_3502	internal		1
N_3507	internal		4
N_3511	internal		2
N_3512	internal		4
N_3514	internal		11
N_3519	internal		4
N_352	internal		1
N_3521	internal		1
N_3530	internal		2
N_3532	internal		4
N_3534	internal		597
N_3539	internal		1
N_3541	internal		7
N_3545	internal		19
N_3546	internal		2
N_3549	internal		2
N_355	internal		2
N_3550	internal		6
N_3554	internal		3
N_3563	internal		3
N_3565	internal		1
N_3568	internal		6307
N_3574	internal		4
N_3575	internal		1
N_3576	internal		1790
N_3578	internal		495
N_3579	internal		564
N_358	internal		1
N_3582	internal		1
N_3608	internal		3
N_361	internal		8
N_3612	internal		6
N_3615	internal		14
N_3618	internal		3
N_362	internal		816
N_3623	internal		7
N_3626	internal		5
N_3634	internal		11
N_3637	internal		6
N_3638	internal		7
N_365	internal		216
N_3653	internal		5
N_3657	internal		6
N_366	internal		286
N_3660	internal		2
N_3663	internal		5
N_3665	internal		11
N_3673	internal		8
N_3674	internal		3
N_3683	internal		2
N_3687	internal		5
N_3691	internal		1
N_3692	internal		5
N_3698	internal		4
N_3701	internal		4
N_3703	internal		13
N_3706	internal		4
N_3709	internal		3
N_371	internal		14
N_3713	internal		3
N_3729	internal		5
N_3736	internal		20
N_3737	internal		1
N_374	internal		144
N_3740	internal		4
N_3741	internal		2
N_3744	internal		7
N_3745	internal		5
N_3749	internal		2
N_3760	internal		1
N_3761	internal		3
N_3764	internal		6
N_3767	internal		7
N_3771	internal		8
N_3772	internal		4
N_3777	internal		9
N_3779	internal		1
N_3782	internal		1
N_3784	internal		7
N_3789	internal		1
N_3791	internal		8
N_3795	internal		3
N_3798	internal		11
N_380	internal		4061
N_3803	internal		4
N_3804	internal		2
N_3808	internal		1
N_3813	internal		2
N_3816	internal		10
N_3819	internal		1
N_3821	internal		1
N_3824	internal		2
N_3825	internal		14
N_3830	internal		3
N_3834	internal		3
N_3835	internal		1
N_3836	internal		4
N_3839	internal		3
N_384	internal		231
N_3840	internal		3
N_3843	internal		3
N_3846	internal		2
N_3849	internal		4
N_3850	internal		3
N_3855	internal		3
N_3856	internal		3
N_3858	internal		1
N_3864	internal		2
N_3865	internal		2
N_3866	internal		3
N_3873	internal		4
N_3875	internal		2
N_3878	internal		6
N_3879	internal		6
N_388	internal		42
N_3880	internal		6
N_3883	internal		19
N_3884	internal		2344
N_3888	internal		18
N_3889	internal		2347
N_389	internal		161
N_3893	internal		2
N_3895	internal		3
N_3896	internal		1207
N_3899	internal		4624
N_39	internal		2
N_3900	internal		627
N_3908	internal		1
N_3915	internal		5
N_3917	internal		5
N_3921	internal		2
N_3922	internal		3
N_3923	internal		1285
N_3924	internal		6
N_3926	internal		430
N_3930	internal		3
N_3936	internal		5
N_3943	internal		13
N_3947	internal		2
N_3951	internal		20
N_3953	internal		20
N_3954	internal		1
N_3958	internal		11
N_3959	internal		1
N_396	internal		3
N_3964	internal		5
N_3965	internal		5347
N_3967	internal		3
N_3969	internal		31
N_3970	internal		3316
N_3974	internal		14
N_3992	internal		7
N_3997	internal		8
N_4	internal		3148
N_400	internal		5
N_4000	internal		2
N_4001	internal		2
N_4005	internal		37
N_4006	internal		101
N_4009	internal		6466
N_4012	internal		16
N_4013	internal		4
N_4029	internal		1
N_4030	internal		1
N_4033	internal		5
N_4036	internal		1354
N_4040	internal		1
N_4059	internal		3
N_407	internal		2
N_4070	internal		4
N_4075	internal		2
N_409	internal		1
N_41	internal		18
N_4116	internal		3
N_413	internal		3
N_4130	internal		3
N_4133	internal		3
N_4135	internal		2936
N_4138	internal		13
N_4140	internal		2789
N_4148	internal		5
N_4150	internal		90
N_4158	internal		17
N_4161	internal		37
N_4162	internal		10
N_4165	internal		40
N_417	internal		6
N_4170	internal		6
N_4171	internal		18
N_4174	internal		25
N_4177	internal		14
N_4179	internal		1
N_4180	internal		2786
N_4187	internal		16
N_419	internal		350
N_4198	internal		8
N_4202	internal		5
N_4204	internal		1
N_4209	internal		84
N_4210	internal		18
N_4220	internal		1
N_4223	internal		38
N_4227	internal		1
N_4229	internal		1
N_4234	internal		7
N_424	internal		4
N_4249	internal		1
N_4251	internal		2
N_4261	internal		253
N_4264	internal		3
N_4269	internal		2
N_427	internal		3
N_4272	internal		2
N_4275	internal		4
N_4276	internal		4
N_4281	internal		4
N_4286	internal		5
N_4289	internal		9
N_4293	internal		3
N_4295	internal		3
N_4296	internal		2
N_4297	internal		1653
N_4298	internal		1
N_4306	internal		14
N_4309	internal		9
N_431	internal		1
N_4312	internal		3
N_4313	internal		3
N_4314	internal		4
N_4319	internal		8
N_4336	internal		2
N_434	internal		9
N_4346	internal		154
N_4354	internal		10
N_4355	internal		1
N_4357	internal		7
N_4361	internal		8
N_4362	internal		3
N_4364	internal		645
N_4365	internal		4
N_4368	internal		725
N_4369	internal		2908
N_437	internal		5
N_4378	internal		2
N_4381	internal		2
N_4389	internal		8
N_439	internal		5
N_4392	internal		4
N_4395	internal		35
N_4397	internal		2
N_4399	internal		7343
N_44	internal		438
N_4402	internal		345
N_4403	internal		5
N_4406	internal		2
N_4408	internal		615
N_4409	internal		2768
N_4415	internal		1
N_4416	internal		2906
N_4424	internal		3
N_4427	internal		312
N_4430	internal		6
N_4436	internal		2
N_4437	internal		2533
N_444	internal		1
N_4440	internal		18
N_4443	internal		4
N_4445	internal		1
N_4448	internal		7
N_4449	internal		15
N_446	internal		4
N_4461	internal		1
N_4467	internal		1
N_4468	internal		10138
N_447	internal		7
N_4472	internal		2906
N_4480	internal		3
N_4485	internal		1
N_4487	internal		3
N_4489	internal		6
N_4492	internal		8
N_4493	internal		1
N_4496	internal		4
N_4497	internal		5
N_45	internal		5562
N_450	internal		8
N_4504	internal		1
N_451	internal		11
N_4519	internal		5
N_4527	internal		4
N_4529	internal		4
N_4532	internal		7
N_4538	internal		13
N_4540	internal		1
N_4549	internal		1
N_455	internal		1
N_4557	internal		3
N_4558	internal		3
N_4559	internal		3
N_4567	internal		5
N_4569	internal		2
N_4574	internal		9
N_4578	internal		2
N_4579	internal		8
N_458	internal		9
N_4586	internal		6
N_459	internal		6
N_4590	internal		2
N_4593	internal		3
N_4595	internal		1
