sequence	start	end	source_line
NC_017847.1	1523597	1523599	1646
NC_017847.1	1524703	1524703	1647
NC_017847.1	1524717	1524717	1648
NC_017847.1	1524721	1524721	1649
NC_017847.1	1524725	1524725	1650
NC_017847.1	1525170	1525171	1651
NC_017847.1	1525175	1525175	1652
NC_017847.1	1525181	1525182	1653
NC_017847.1	1525184	1525726	1654
NC_017847.1	1525728	1525729	1655
NC_017847.1	1525731	1525731	1656
NC_017847.1	1525802	1525803	1657
NC_017847.1	1525807	1525807	1658
NC_017847.1	1525809	1525809	1659
NC_017847.1	1525824	1525824	1660
NC_017847.1	1525826	1525826	1661
NC_017847.1	1525987	1525991	1662
NC_017847.1	1525993	1525994	1663
NC_017847.1	1525997	1525998	1664
NC_017847.1	1526000	1526000	1665
NC_017847.1	1526002	1526068	1666
NC_017847.1	1526904	1536216	1667
NC_017847.1	1536219	1536220	1668
NC_017847.1	1536223	1536225	1669
NC_017847.1	1536227	1536227	1670
NC_017847.1	1536265	1536269	1671
NC_017847.1	1536367	1536367	1672
NC_017847.1	1536370	1536373	1673
NC_017847.1	1536375	1536375	1674
NC_017847.1	1536386	1536386	1675
NC_017847.1	1536388	1536389	1676
NC_017847.1	1536680	1536680	1677
NC_017847.1	1536684	1536690	1678
NC_017847.1	1536692	1536697	1679
NC_017847.1	1536740	1536741	1680
NC_017847.1	1537891	1537964	1681
NC_017847.1	1537966	1537967	1682
NC_017847.1	1537969	1537974	1683
NC_017847.1	1538198	1538199	1684
NC_017847.1	1538209	1538209	1685
NC_017847.1	1538212	1538212	1686
NC_017847.1	1538214	1538216	1687
NC_017847.1	1538218	1538218	1688
NC_017847.1	1538221	1538221	1689
NC_017847.1	1538227	1538227	1690
NC_017847.1	1538229	1538230	1691
NC_017847.1	1538232	1538233	1692
NC_017847.1	1538236	1538236	1693
NC_017847.1	1538238	1538238	1694
NC_017847.1	1538241	1538241	1695
NC_017847.1	1538243	1539636	1696
NC_017847.1	1539638	1539639	1697
NC_017847.1	1539641	1539642	1698
NC_017847.1	1539981	1539981	1699
NC_017847.1	1539983	1540022	1700
NC_017847.1	1540162	1540167	1701
NC_017847.1	1540169	1540194	1702
NC_017847.1	1540196	1540196	1703
NC_017847.1	1540199	1540199	1704
NC_017847.1	1540204	1540205	1705
NC_017847.1	1540208	1540210	1706
NC_017847.1	1540448	1540497	1707
NC_017847.1	1543208	1543210	1708
NC_017847.1	1543215	1543215	1709
NC_017847.1	1543217	1543225	1710
NC_017847.1	1543228	1543230	1711
NC_017847.1	1543232	1543232	1712
NC_017847.1	1543780	1543788	1713
NC_017847.1	1545320	1545444	1714
NC_017847.1	1546084	1546092	1715
NC_017847.1	1546631	1546688	1716
NC_017847.1	1547798	1547806	1717
NC_017847.1	1548711	1548805	1718
NC_017847.1	1548808	1548808	1719
NC_017847.1	1548811	1548811	1720
NC_017847.1	1549278	1549279	1721
NC_017847.1	1552538	1552543	1722
NC_017847.1	1552545	1552547	1723
NC_017847.1	1552549	1552553	1724
NC_017847.1	1555678	1555678	1725
NC_017847.1	1558333	1559488	1726
NC_017847.1	1563477	1563686	1727
NC_017847.1	1565148	1565228	1728
NC_017847.1	1567150	1567155	1729
NC_017847.1	1572352	1572352	1730
NC_017847.1	1572354	1573915	1731
NC_017847.1	1573932	1573932	1732
NC_017847.1	1573949	1573951	1733
NC_017847.1	1573970	1573970	1734
NC_017847.1	1573985	1573993	1735
NC_017847.1	1574001	1574006	1736
NC_017847.1	1574011	1574012	1737
NC_017847.1	1574019	1574019	1738
NC_017847.1	1574047	1574047	1739
NC_017847.1	1574051	1574051	1740
NC_017847.1	1574098	1574099	1741
NC_017847.1	1574101	1574106	1742
NC_017847.1	1574108	1574159	1743
NC_017847.1	1574161	1574161	1744
NC_017847.1	1574170	1574252	1745
NC_017847.1	1574255	1574255	1746
NC_017847.1	1574533	1617559	1747
NC_017847.1	1618681	1618895	1748
NC_017847.1	1621828	1621828	1749
NC_017847.1	1621872	1621880	1750
NC_017847.1	1623526	1623526	1751
NC_017847.1	1623731	1623731	1752
NC_017847.1	1625378	1625571	1753
NC_017847.1	1625579	1625581	1754
NC_017847.1	1625590	1625590	1755
NC_017847.1	1625593	1625593	1756
NC_017847.1	1633436	1633643	1757
NC_017847.1	1633645	1633645	1758
NC_017847.1	1633648	1633648	1759
NC_017847.1	1635616	1637464	1760
NC_017847.1	1638538	1638564	1761
NC_017847.1	1638567	1638568	1762
NC_017847.1	1639352	1639373	1763
NC_017847.1	1639394	1639394	1764
NC_017847.1	1639401	1639402	1765
NC_017847.1	1639404	1639409	1766
NC_017847.1	1640096	1640256	1767
NC_017847.1	1647284	1649321	1768
NC_017847.1	1652594	1652658	1769
NC_017847.1	1652660	1652666	1770
NC_017847.1	1653722	1653722	1771
NC_017847.1	1653744	1653747	1772
NC_017847.1	1653750	1653769	1773
NC_017847.1	1653777	1653777	1774
NC_017847.1	1653854	1653862	1775
NC_017847.1	1653916	1654018	1776
NC_017847.1	1654048	1654056	1777
NC_017847.1	1654077	1654096	1778
NC_017847.1	1654113	1654114	1779
NC_017847.1	1654135	1654136	1780
NC_017847.1	1654192	1654197	1781
NC_017847.1	1654207	1654208	1782
NC_017847.1	1654231	1654249	1783
NC_017847.1	1654274	1654274	1784
NC_017847.1	1654278	1654362	1785
NC_017847.1	1654374	1654375	1786
NC_017847.1	1654494	1654583	1787
NC_017847.1	1654585	1654586	1788
NC_017847.1	1662289	1662289	1789
NC_017847.1	1665222	1665225	1790
NC_017847.1	1665227	1665292	1791
NC_017847.1	1665296	1665298	1792
NC_017847.1	1667096	1667114	1793
NC_017847.1	1667556	1667601	1794
NC_017847.1	1667603	1667605	1795
NC_017847.1	1669962	1669963	1796
NC_017847.1	1669978	1669978	1797
NC_017847.1	1669982	1670030	1798
NC_017847.1	1670033	1670033	1799
NC_017847.1	1670282	1670291	1800
NC_017847.1	1670899	1670955	1801
NC_017847.1	1670957	1670967	1802
NC_017847.1	1670972	1670972	1803
NC_017847.1	1674211	1676665	1804
NC_017847.1	1676669	1676670	1805
NC_017847.1	1678152	1678152	1806
NC_017847.1	1678156	1678156	1807
NC_017847.1	1678598	1678604	1808
NC_017847.1	1678830	1678838	1809
NC_017847.1	1679467	1679469	1810
NC_017847.1	1679479	1679480	1811
NC_017847.1	1680026	1681478	1812
NC_017847.1	1682511	1682530	1813
NC_017847.1	1682532	1682532	1814
NC_017847.1	1684568	1684569	1815
NC_017847.1	1684571	1684571	1816
NC_017847.1	1684573	1684573	1817
NC_017847.1	1684947	1685299	1818
NC_017847.1	1685301	1685304	1819
NC_017847.1	1685309	1685315	1820
NC_017847.1	1685323	1685324	1821
NC_017847.1	1685340	1685340	1822
NC_017847.1	1685353	1685382	1823
NC_017847.1	1685392	1685392	1824
NC_017847.1	1685394	1685394	1825
NC_017847.1	1685408	1685408	1826
NC_017847.1	1685410	1685410	1827
NC_017847.1	1685414	1685414	1828
NC_017847.1	1685621	1685623	1829
NC_017847.1	1685625	1685642	1830
NC_017847.1	1685650	1685652	1831
NC_017847.1	1685659	1685674	1832
NC_017847.1	1685743	1685799	1833
NC_017847.1	1685806	1685806	1834
NC_017847.1	1685808	1685808	1835
NC_017847.1	1685810	1685810	1836
NC_017847.1	1685814	1685817	1837
NC_017847.1	1685819	1685820	1838
NC_017847.1	1685828	1685828	1839
NC_017847.1	1685837	1685839	1840
NC_017847.1	1685848	1685849	1841
NC_017847.1	1685854	1685860	1842
NC_017847.1	1685870	1685901	1843
NC_017847.1	1685904	1685908	1844
NC_017847.1	1686684	1686759	1845
NC_017847.1	1687229	1687230	1846
NC_017847.1	1687232	1687232	1847
NC_017847.1	1687236	1687236	1848
NC_017847.1	1687238	1687306	1849
NC_017847.1	1687309	1687314	1850
NC_017847.1	1689439	1691564	1851
NC_017847.1	1691704	1691705	1852
NC_017847.1	1691933	1691933	1853
NC_017847.1	1691935	1691935	1854
NC_017847.1	1691953	1691953	1855
NC_017847.1	1691963	1692119	1856
NC_017847.1	1697868	1697868	1857
NC_017847.1	1697870	1697870	1858
NC_017847.1	1697879	1697879	1859
NC_017847.1	1699605	1699891	1860
NC_017847.1	1699893	1699893	1861
NC_017847.1	1700163	1700163	1862
NC_017847.1	1700166	1700170	1863
NC_017847.1	1700172	1700375	1864
NC_017847.1	1701727	1702247	1865
NC_017847.1	1703014	1703024	1866
NC_017847.1	1703837	1704453	1867
NC_017847.1	1706130	1706130	1868
NC_017847.1	1706217	1706279	1869
NC_017847.1	1707319	1707319	1870
NC_017847.1	1707321	1707322	1871
NC_017847.1	1707331	1708216	1872
NC_017847.1	1710229	1710229	1873
NC_017847.1	1710248	1710341	1874
NC_017847.1	1710343	1710343	1875
NC_017847.1	1710345	1710360	1876
NC_017847.1	1710363	1710363	1877
NC_017847.1	1710395	1710396	1878
NC_017847.1	1710407	1710415	1879
NC_017847.1	1710418	1710418	1880
NC_017847.1	1710420	1710420	1881
NC_017847.1	1711026	1711171	1882
NC_017847.1	1711173	1711176	1883
NC_017847.1	1711179	1711181	1884
NC_017847.1	1711184	1711185	1885
NC_017847.1	1711193	1711193	1886
NC_017847.1	1711871	1711871	1887
NC_017847.1	1711897	1712452	1888
NC_017847.1	1715764	1716235	1889
NC_017847.1	1716243	1716243	1890
NC_017847.1	1718300	1718371	1891
NC_017847.1	1719545	1719708	1892
NC_017847.1	1720049	1720072	1893
NC_017847.1	1720524	1720524	1894
NC_017847.1	1724896	1724897	1895
NC_017847.1	1726950	1726950	1896
NC_017847.1	1726954	1727054	1897
NC_017847.1	1727056	1727061	1898
NC_017847.1	1727063	1727065	1899
NC_017847.1	1731496	1731498	1900
NC_017847.1	1731686	1731687	1901
NC_017847.1	1736722	1736722	1902
NC_017847.1	1736727	1736886	1903
NC_017847.1	1736892	1736892	1904
NC_017847.1	1738263	1738263	1905
NC_017847.1	1738712	1738712	1906
NC_017847.1	1738717	1738717	1907
NC_017847.1	1738727	1738727	1908
NC_017847.1	1740086	1740086	1909
NC_017847.1	1741977	1741978	1910
NC_017847.1	1744215	1744222	1911
NC_017847.1	1744224	1744304	1912
NC_017847.1	1744306	1744307	1913
NC_017847.1	1744309	1744309	1914
NC_017847.1	1744311	1744311	1915
NC_017847.1	1745209	1745215	1916
NC_017847.1	1745225	1745227	1917
NC_017847.1	1745235	1745379	1918
NC_017847.1	1749959	1750161	1919
NC_017847.1	1750723	1751236	1920
NC_017847.1	1751238	1751246	1921
NC_017847.1	1751274	1751275	1922
NC_017847.1	1751333	1751333	1923
NC_017847.1	1751335	1751343	1924
NC_017847.1	1752446	1755319	1925
NC_017847.1	1766957	1767573	1926
NC_017847.1	1767575	1767575	1927
NC_017847.1	1767984	1768192	1928
NC_017847.1	1768997	1769062	1929
NC_017847.1	1769064	1769064	1930
NC_017847.1	1769066	1769066	1931
NC_017847.1	1769304	1769304	1932
NC_017847.1	1769306	1769412	1933
NC_017847.1	1769414	1769418	1934
NC_017847.1	1769897	1769926	1935
NC_017847.1	1771711	1771777	1936
NC_017847.1	1771789	1771789	1937
NC_017847.1	1773035	1773036	1938
NC_017847.1	1775628	1775759	1939
NC_017847.1	1775804	1775804	1940
NC_017847.1	1775806	1775806	1941
NC_017847.1	1776257	1776297	1942
NC_017847.1	1776300	1776300	1943
NC_017847.1	1776304	1776306	1944
NC_017847.1	1776311	1776311	1945
NC_017847.1	1776315	1776315	1946
NC_017847.1	1776322	1776322	1947
NC_017847.1	1776329	1776329	1948
NC_017847.1	1776347	1776347	1949
NC_017847.1	1776351	1776355	1950
NC_017847.1	1776361	1776363	1951
NC_017847.1	1776366	1777213	1952
NC_017847.1	1777216	1777217	1953
NC_017847.1	1777219	1777219	1954
NC_017847.1	1777224	1777224	1955
NC_017847.1	1777226	1777228	1956
NC_017847.1	1777230	1777231	1957
NC_017847.1	1777233	1777241	1958
NC_017847.1	1777244	1777244	1959
NC_017847.1	1777247	1777247	1960
NC_017847.1	1777252	1777252	1961
NC_017847.1	1777254	1777254	1962
NC_017847.1	1777256	1777348	1963
NC_017847.1	1777364	1777364	1964
NC_017847.1	1777371	1777371	1965
NC_017847.1	1777376	1777399	1966
NC_017847.1	1777404	1777404	1967
NC_017847.1	1777407	1777408	1968
NC_017847.1	1777418	1777418	1969
NC_017847.1	1777441	1777441	1970
NC_017847.1	1777446	1777446	1971
NC_017847.1	1777450	1777450	1972
NC_017847.1	1777452	1777458	1973
NC_017847.1	1777460	1777461	1974
NC_017847.1	1777463	1777464	1975
NC_017847.1	1777481	1777485	1976
NC_017847.1	1777488	1777488	1977
NC_017847.1	1777493	1777496	1978
NC_017847.1	1777501	1777501	1979
NC_017847.1	1777504	1777504	1980
NC_017847.1	1777507	1777507	1981
NC_017847.1	1777509	1777509	1982
NC_017847.1	1777514	1777520	1983
NC_017847.1	1777525	1777525	1984
NC_017847.1	1777529	1777529	1985
NC_017847.1	1777531	1777531	1986
NC_017847.1	1777547	1777548	1987
NC_017847.1	1777573	1777579	1988
NC_017847.1	1777668	1777668	1989
NC_017847.1	1777677	1954551	1990
NC_017847.1	1954668	1954668	1991
NC_017847.1	1954674	1954674	1992
NC_017847.1	1954678	1954692	1993
NC_017847.1	1954695	1955006	1994
NC_017847.1	1955430	1955433	1995
NC_017847.1	1955435	1974664	1996
NC_017847.1	1974666	1974680	1997
NC_017847.1	1974682	1974685	1998
NC_017847.1	1974688	1974688	1999
NC_017847.1	1974693	1974693	2000
NC_017847.1	1974695	1974695	2001
NC_017847.1	1974698	1974698	2002
NC_017847.1	1975551	1975551	2003
NC_017847.1	1975556	1975556	2004
NC_017847.1	1976863	1976872	2005
NC_017847.1	1976888	1976888	2006
NC_017847.1	1976890	1976890	2007
NC_017847.1	1976892	1976893	2008
NC_017847.1	1976895	1976896	2009
NC_017847.1	1977974	1977974	2010
NC_017847.1	1977986	1977986	2011
NC_017847.1	1977988	1977989	2012
NC_017847.1	1977991	1978189	2013
NC_017847.1	1978274	1978274	2014
NC_017847.1	1978417	1978417	2015
NC_017847.1	1978420	1978420	2016
NC_017847.1	1978422	1978422	2017
NC_017847.1	1978432	1978432	2018
NC_017847.1	1978499	1978973	2019
NC_017847.1	1978975	1978977	2020
NC_017847.1	1979005	1979005	2021
NC_017847.1	1979034	1979034	2022
NC_017847.1	1979036	1979036	2023
NC_017847.1	1979057	1979059	2024
NC_017847.1	1979061	1979061	2025
NC_017847.1	1979067	1979071	2026
NC_017847.1	1979073	1979240	2027
NC_017847.1	1979243	1979244	2028
NC_017847.1	1979249	1979249	2029
NC_017847.1	1979251	1979275	2030
NC_017847.1	1979277	1979277	2031
NC_017847.1	1979279	1979404	2032
NC_017847.1	1979412	1979412	2033
NC_017847.1	1979414	1979416	2034
NC_017847.1	1979418	1979466	2035
NC_017847.1	1979468	1979479	2036
NC_017847.1	1979481	1979481	2037
NC_017847.1	1979483	1979483	2038
NC_017847.1	1979492	1979607	2039
NC_017847.1	1979628	1979629	2040
NC_017847.1	1979970	1979970	2041
NC_017847.1	1980019	1980020	2042
NC_017847.1	1980024	1980024	2043
NC_017847.1	1980183	1980183	2044
NC_017847.1	1980198	1980198	2045
NC_017847.1	1980202	1980230	2046
NC_017847.1	1980233	1980234	2047
NC_017847.1	1980236	1980260	2048
NC_017847.1	1980262	1980275	2049
NC_017847.1	1980277	1980279	2050
NC_017847.1	1980282	1980282	2051
NC_017847.1	1980285	1980289	2052
NC_017847.1	1980291	1980294	2053
NC_017847.1	1980296	1980296	2054
NC_017847.1	1980300	1980300	2055
NC_017847.1	1980332	1980332	2056
NC_017847.1	1980336	1980337	2057
NC_017847.1	1980354	1980358	2058
NC_017847.1	1980360	1980360	2059
NC_017847.1	1980363	1980395	2060
NC_017847.1	1980400	1980400	2061
NC_017847.1	1980404	1980507	2062
NC_017847.1	1980516	1980516	2063
NC_017847.1	1980520	1980520	2064
NC_017847.1	1980526	1980527	2065
NC_017847.1	1980529	1980551	2066
NC_017847.1	1980555	1981386	2067
NC_017847.1	1981388	1981388	2068
NC_017847.1	1981390	1981390	2069
NC_017847.1	1981417	1981417	2070
NC_017847.1	1981536	1981537	2071
NC_017847.1	1981547	1981547	2072
NC_017847.1	1981665	1981665	2073
NC_017847.1	1981669	1981671	2074
NC_017847.1	1981673	1981675	2075
NC_017847.1	1981871	1981875	2076
NC_017847.1	1981877	1981879	2077
NC_017847.1	1981882	1981961	2078
NC_017847.1	1981964	1981978	2079
NC_017847.1	1981982	1981985	2080
NC_017847.1	1981988	1981988	2081
NC_017847.1	1981993	1981993	2082
NC_017847.1	1982001	1982002	2083
NC_017847.1	1982007	1982007	2084
NC_017847.1	1982011	1982011	2085
NC_017847.1	1982445	1982452	2086
NC_017847.1	1982507	1982507	2087
NC_017847.1	1982537	1982537	2088
NC_017847.1	1982569	1982569	2089
NC_017847.1	1982572	1982572	2090
NC_017847.1	1982579	1982579	2091
NC_017847.1	1982596	1982603	2092
NC_017847.1	1982961	1982962	2093
NC_017847.1	1982968	1982968	2094
NC_017847.1	1982971	1982971	2095
NC_017847.1	1982974	1982974	2096
NC_017847.1	1982977	1982977	2097
NC_017847.1	1982980	1982980	2098
NC_017847.1	1982986	1982987	2099
NC_017847.1	1982990	1982991	2100
NC_017847.1	1983003	1983004	2101
NC_017847.1	1983007	1983007	2102
NC_017847.1	1983009	1983039	2103
NC_017847.1	1983041	1983041	2104
NC_017847.1	1983043	1983043	2105
NC_017847.1	1983045	1984337	2106
NC_017847.1	1984341	1984341	2107
NC_017847.1	1984344	1984344	2108
NC_017847.1	1984347	1984353	2109
NC_017847.1	1984355	1984355	2110
NC_017847.1	1984357	1984359	2111
NC_017847.1	1984364	1984365	2112
NC_017847.1	1984368	1984368	2113
NC_017847.1	1984370	1984370	2114
NC_017847.1	1984373	1984381	2115
NC_017847.1	1984410	1984410	2116
NC_017847.1	1984418	1984418	2117
NC_017847.1	1984424	1984425	2118
NC_017847.1	1984438	1984438	2119
NC_017847.1	1984441	1984443	2120
NC_017847.1	1984445	1985007	2121
NC_017847.1	1985009	1985009	2122
NC_017847.1	1985025	1985025	2123
NC_017847.1	1985046	1985046	2124
NC_017847.1	1985055	1985057	2125
NC_017847.1	1985060	1985060	2126
NC_017847.1	1985062	1985062	2127
NC_017847.1	1985069	1985069	2128
NC_017847.1	1985075	1985077	2129
NC_017847.1	1985082	1985082	2130
NC_017847.1	1985087	1985093	2131
NC_017847.1	1985099	1985099	2132
NC_017847.1	1985129	1985129	2133
NC_017847.1	1985134	1985134	2134
NC_017847.1	1985167	1985180	2135
NC_017847.1	1985207	1985207	2136
NC_017847.1	1985213	1985213	2137
NC_017847.1	1985228	1985228	2138
NC_017847.1	1985231	1985232	2139
NC_017847.1	1985234	1985235	2140
NC_017847.1	1985237	1985242	2141
NC_017847.1	1985246	1985246	2142
NC_017847.1	1985249	1985249	2143
NC_017847.1	1985251	1985251	2144
NC_017847.1	1985256	1985261	2145
NC_017847.1	1985266	1985266	2146
NC_017847.1	1985268	1985283	2147
NC_017847.1	1985285	1985285	2148
NC_017847.1	1985288	1985288	2149
NC_017847.1	1985291	1985314	2150
NC_017847.1	1985316	1985317	2151
NC_017847.1	1985325	1985325	2152
NC_017847.1	1985368	1985376	2153
NC_017847.1	1985404	1985405	2154
NC_017847.1	1985407	1985415	2155
NC_017847.1	1985418	1985418	2156
NC_017847.1	1985422	1985422	2157
NC_017847.1	1985425	1985430	2158
NC_017847.1	1985434	1985434	2159
NC_017847.1	1985436	1985437	2160
NC_017847.1	1985440	1985440	2161
NC_017847.1	1985446	1985463	2162
NC_017847.1	1985469	1985469	2163
NC_017847.1	1985471	1985471	2164
NC_017847.1	1985473	1985473	2165
NC_017847.1	1985475	1985485	2166
NC_017847.1	1985487	1985494	2167
NC_017847.1	1985496	1986193	2168
NC_017847.1	1986198	1986198	2169
NC_017847.1	1986204	1986232	2170
NC_017847.1	1986234	1986234	2171
NC_017847.1	1986239	1986239	2172
NC_017847.1	1986241	1986266	2173
NC_017847.1	1986268	1986268	2174
NC_017847.1	1986271	1986271	2175
NC_017847.1	1986275	1986275	2176
NC_017847.1	1986277	1986279	2177
NC_017847.1	1986282	1986283	2178
NC_017847.1	1986285	1986285	2179
NC_017847.1	1986299	1986301	2180
NC_017847.1	1986303	1986345	2181
NC_017847.1	1986348	1986349	2182
NC_017847.1	1986357	1986357	2183
NC_017847.1	1986362	1986362	2184
NC_017847.1	1986366	1986366	2185
NC_017847.1	1986369	1986370	2186
NC_017847.1	1986373	1986373	2187
NC_017847.1	1986376	1986387	2188
NC_017847.1	1986396	1986396	2189
NC_017847.1	1986404	1986404	2190
NC_017847.1	1986418	1986418	2191
NC_017847.1	1986422	1986428	2192
NC_017847.1	1986430	1986437	2193
NC_017847.1	1986439	1986439	2194
NC_017847.1	1986799	1986802	2195
NC_017847.1	1986812	1986812	2196
NC_017847.1	1986866	1986873	2197
NC_017847.1	1986875	1986878	2198
NC_017847.1	1986883	1986885	2199
NC_017847.1	1986887	1986888	2200
NC_017847.1	1986891	1986892	2201
NC_017847.1	1986894	1986894	2202
NC_017847.1	1986897	1986897	2203
NC_017847.1	1986899	1986899	2204
NC_017847.1	1986903	1986903	2205
NC_017847.1	1986905	1986907	2206
NC_017847.1	1986918	1986919	2207
NC_017847.1	1987312	1987313	2208
NC_017847.1	1987347	1987356	2209
NC_017847.1	1987368	1987377	2210
NC_017847.1	1987723	1987723	2211
NC_017847.1	1987727	1987727	2212
NC_017847.1	1987729	1987729	2213
NC_017847.1	1987752	1987752	2214
NC_017847.1	1987755	1987755	2215
NC_017847.1	1987774	1987774	2216
NC_017847.1	1987804	1987804	2217
NC_017847.1	1987811	1987811	2218
NC_017847.1	1987844	1987849	2219
NC_017847.1	1987851	1987851	2220
NC_017847.1	1987857	1987857	2221
NC_017847.1	1987861	1987861	2222
NC_017847.1	1987864	1987870	2223
NC_017847.1	1987872	1987873	2224
NC_017847.1	1987875	1987875	2225
NC_017847.1	1987877	1987893	2226
NC_017847.1	1987895	1987927	2227
NC_017847.1	1987930	1987930	2228
NC_017847.1	1988130	1988130	2229
NC_017847.1	1988146	1988146	2230
NC_017847.1	1988148	1988148	2231
NC_017847.1	1988159	1988159	2232
NC_017847.1	1988173	1988878	2233
NC_017847.1	1988880	1988880	2234
NC_017847.1	1988882	1988882	2235
NC_017847.1	1988886	1988886	2236
NC_017847.1	1988889	1988894	2237
NC_017847.1	1988896	1988896	2238
NC_017847.1	1988898	1988898	2239
NC_017847.1	1988924	1988924	2240
NC_017847.1	1988943	1988947	2241
NC_017847.1	1988949	1988951	2242
NC_017847.1	1988970	1988970	2243
NC_017847.1	1988976	1988977	2244
NC_017847.1	1990802	1990802	2245
NC_017847.1	1990808	1990809	2246
NC_017847.1	1990811	1990812	2247
NC_017847.1	1990814	1990814	2248
NC_017847.1	1990816	1990818	2249
NC_017847.1	1990821	1990821	2250
NC_017847.1	1990823	1990823	2251
NC_017847.1	1990839	1990839	2252
NC_017847.1	1990841	1990841	2253
NC_017847.1	1990843	1990843	2254
NC_017847.1	1990849	1990849	2255
NC_017847.1	1990855	1990855	2256
NC_017847.1	1990857	1990864	2257
NC_017847.1	1990866	1990868	2258
NC_017847.1	1990870	1990870	2259
NC_017847.1	1990874	1990874	2260
NC_017847.1	1991084	1991086	2261
NC_017847.1	1991395	1991396	2262
NC_017847.1	1991399	1991403	2263
NC_017847.1	1991405	1991406	2264
NC_017847.1	1991408	1991410	2265
NC_017847.1	1991413	1991413	2266
NC_017847.1	1991415	1991418	2267
NC_017847.1	1991420	1991420	2268
NC_017847.1	1991423	1991423	2269
NC_017847.1	1991427	1991427	2270
NC_017847.1	1991633	1991633	2271
NC_017847.1	1991667	1991667	2272
NC_017847.1	1991678	1991678	2273
NC_017847.1	1991724	1991724	2274
NC_017847.1	1991727	1991727	2275
NC_017847.1	1991733	1991733	2276
NC_017847.1	1991736	1991737	2277
NC_017847.1	1991739	1992157	2278
NC_017847.1	1992841	1992842	2279
NC_017847.1	1992881	1995630	2280
NC_017847.1	1997777	1997777	2281
NC_017847.1	1998228	1998228	2282
NC_017847.1	1998234	1998234	2283
NC_017847.1	1998239	1998239	2284
NC_017847.1	1998241	1998241	2285
NC_017847.1	1998243	1998572	2286
NC_017847.1	1999098	1999098	2287
NC_017847.1	1999102	1999102	2288
NC_017847.1	1999113	1999113	2289
NC_017847.1	1999118	1999118	2290
NC_017847.1	1999125	1999125	2291
NC_017847.1	1999132	1999132	2292
NC_017847.1	1999717	1999717	2293
NC_017847.1	1999734	1999734	2294
NC_017847.1	1999746	1999746	2295
NC_017847.1	1999758	1999759	2296
NC_017847.1	1999761	1999767	2297
NC_017847.1	1999772	2000295	2298
NC_017847.1	2000297	2000297	2299
NC_017847.1	2000299	2000299	2300
NC_017847.1	2000306	2000421	2301
NC_017847.1	2001000	2001000	2302
NC_017847.1	2001002	2001002	2303
NC_017847.1	2001004	2001004	2304
NC_017847.1	2001006	2001006	2305
NC_017847.1	2001008	2002484	2306
NC_017847.1	2004667	2005828	2307
NC_017847.1	2006566	2006572	2308
NC_017847.1	2006617	2006946	2309
NC_017847.1	2011054	2011163	2310
NC_017847.1	2011949	2011950	2311
NC_017847.1	2011952	2012545	2312
NC_017847.1	2012547	2012547	2313
NC_017847.1	2012620	2012631	2314
NC_017847.1	2012633	2012640	2315
NC_017847.1	2012651	2012654	2316
NC_017847.1	2012657	2012658	2317
NC_017847.1	2012661	2014804	2318
NC_017847.1	2016279	2016279	2319
NC_017847.1	2016287	2016308	2320
NC_017847.1	2016310	2016373	2321
NC_017847.1	2016443	2016451	2322
NC_017847.1	2016811	2016865	2323
NC_017847.1	2018530	2018530	2324
NC_017847.1	2018630	2018956	2325
NC_017847.1	2024214	2024214	2326
NC_017847.1	2027624	2027871	2327
NC_017847.1	2032263	2032388	2328
NC_017847.1	2032390	2032457	2329
NC_017847.1	2033271	2033485	2330
NC_017847.1	2033489	2033489	2331
NC_017847.1	2034312	2034530	2332
NC_017847.1	2034627	2034627	2333
NC_017847.1	2036879	2037140	2334
NC_017847.1	2037143	2037144	2335
NC_017847.1	2037148	2037148	2336
NC_017847.1	2039340	2039341	2337
NC_017847.1	2039344	2039345	2338
NC_017847.1	2040606	2040617	2339
NC_017847.1	2046225	2046631	2340
NC_017847.1	2047230	2047238	2341
NC_017847.1	2048886	2048890	2342
NC_017847.1	2049832	2050342	2343
NC_017847.1	2050345	2050346	2344
NC_017847.1	2050944	2050944	2345
NC_017847.1	2051220	2051267	2346
NC_017847.1	2051270	2051270	2347
NC_017847.1	2053544	2053628	2348
NC_017847.1	2053638	2053638	2349
NC_017847.1	2053938	2054109	2350
NC_017847.1	2054875	2054875	2351
NC_017847.1	2054879	2054882	2352
NC_017847.1	2054884	2054885	2353
NC_017847.1	2054887	2054888	2354
NC_017847.1	2056473	2056474	2355
NC_017847.1	2056476	2056476	2356
NC_017847.1	2056479	2056479	2357
NC_017847.1	2056492	2056492	2358
NC_017847.1	2056497	2056497	2359
NC_017847.1	2056500	2056500	2360
NC_017847.1	2057585	2057585	2361
NC_017847.1	2057601	2057601	2362
NC_017847.1	2057608	2057614	2363
NC_017847.1	2057616	2057616	2364
NC_017847.1	2057642	2057643	2365
NC_017847.1	2057647	2057647	2366
NC_017847.1	2057654	2059917	2367
NC_017847.1	2059938	2059938	2368
NC_017847.1	2059972	2059972	2369
NC_017847.1	2059978	2059978	2370
NC_017847.1	2060011	2060024	2371
NC_017847.1	2060026	2060026	2372
NC_017847.1	2060028	2060029	2373
NC_017847.1	2060044	2060044	2374
NC_017847.1	2060046	2060046	2375
NC_017847.1	2060052	2060052	2376
NC_017847.1	2060087	2060088	2377
NC_017847.1	2060091	2060097	2378
NC_017847.1	2060139	2060141	2379
NC_017847.1	2060143	2060147	2380
NC_017847.1	2060150	2060153	2381
